#time,accel_x,accel_y,accel_z
675.657976,-478.564520,-19.142581,-10107.282662
675.660674,38.285162,1416.550979,-9781.858789
675.663371,-191.425808,4555.934230,-9743.573627
675.666069,133.998066,5359.922624,-9513.862658
675.668767,-229.710970,5340.780043,-10509.276859
675.671465,459.421939,2316.252277,-7580.461997
675.674162,-248.853550,861.416136,-11542.976222
675.676860,-440.279358,-5034.498750,-8173.882002
675.679558,133.998066,-9896.714274,-8633.303941
675.682256,-191.425808,-10681.560086,-11791.829773
675.684954,1397.408398,-3349.951640,-10011.569758
675.687651,-2450.250342,1914.258080,-8097.311678
675.690349,1225.125171,-2239.681954,-10585.847182
675.693047,-267.996131,-497.707101,-9896.714274
675.695745,229.710970,-1990.828403,-7446.463931
675.698442,114.855485,-2928.814862,-11657.831707
675.701078,-689.132909,-4498.506488,-8116.454259
675.703713,133.998066,-7312.465866,-9207.581365
675.706348,-133.998066,-10528.419440,-9379.864592
675.708983,-459.421939,-7523.034254,-11198.409768
675.711619,-172.283227,-3407.379382,-9456.434915
675.714254,421.136778,-2048.256146,-7676.174901
675.716889,650.847747,4689.932296,-10777.272990
675.719524,-631.705166,8824.729749,-11523.833642
675.722160,-689.132909,3809.373579,-6489.334891
675.724795,38.285162,-2794.816797,-8997.012976
675.727430,-57.427742,-5283.352301,-8078.169098
675.730066,-153.140646,-5934.200048,-12748.958813
675.732701,-574.277424,-6680.760699,-8920.442653
675.735336,574.277424,-4058.227130,-6795.616184
675.737971,-172.283227,2756.531635,-14376.078181
675.740607,-19.142581,5321.637462,-9054.440718
675.743242,-114.855485,2890.529701,-4670.789715
675.745877,459.421939,2450.250342,-13782.658176
675.748512,-727.418070,38.285162,-10432.706536
675.751148,248.853550,-7159.325219,-4115.654872
675.753783,-612.562586,-6240.481341,-14337.793019
675.756418,-1129.412267,-1205.982590,-12289.536874
675.759054,57.427742,-3617.947771,-2507.678085
675.761689,-248.853550,-1167.697429,-14088.939469
675.764324,1186.840010,1971.685822,-7657.032320
675.766959,-689.132909,4785.645200,-11179.267187
675.769595,-172.283227,1359.123237,-11830.114934
675.772230,1052.841944,-1531.406464,-3426.521963
675.774865,-344.566454,-1416.550979,-14031.511726
675.777500,-784.845813,-3790.230998,-11810.972354
675.780136,574.277424,-6661.618118,-2871.387120
675.782771,-382.851616,-1818.545176,-15352.349802
675.785077,-516.849682,746.560651,-11619.546546
675.787384,401.994197,-459.421939,-2182.254211
675.789690,-95.712904,2909.672282,-14452.648504
675.791996,-248.853550,3943.371645,-11026.126541
675.794302,-325.423874,-1684.547110,-3062.812928
675.796609,153.140646,-4383.651003,-14146.367211
675.798915,287.138712,-2392.822600,-11140.982026
675.801221,-325.423874,-2526.820666,-10068.997501
675.803528,-382.851616,-2411.965181,-13131.810429
675.805834,-746.560651,1684.547110,-5053.641331
675.808140,727.418070,3292.523898,-10796.415571
675.810447,-1110.269686,1741.974853,-14069.796888
675.812753,727.418070,-1761.117434,-2450.250342
675.815059,-19.142581,-1071.984525,-12346.964616
675.817366,-803.988394,-1895.115499,-14376.078181
675.819672,478.564520,-5627.918755,-440.279358
675.821978,-38.285162,-2335.394858,-14758.929797
675.824284,-957.129040,1493.121302,-13476.376883
675.826591,478.564520,-803.988394,-1531.406464
675.828897,-114.855485,1033.699363,-14261.222696
675.831203,-95.712904,3349.951640,-11734.402030
675.833510,344.566454,57.427742,-8288.737486
675.835816,-287.138712,-3426.521963,-12270.394293
675.838122,593.420005,-3790.230998,-7216.752962
675.840429,-382.851616,-2584.248408,-9954.142016
675.842735,-210.568389,-4421.936165,-12863.814298
675.845041,248.853550,-1761.117434,-5283.352301
675.847347,57.427742,2737.389054,-11638.689126
675.849654,-516.849682,2431.107762,-13361.521398
675.851960,153.140646,210.568389,-2450.250342
675.854266,210.568389,1129.412267,-12634.103328
675.856573,-727.418070,-267.996131,-13418.949141
675.858879,-95.712904,-5685.346498,-1837.687757
675.861185,669.990328,-4689.932296,-14529.218827
675.863492,-899.701298,-191.425808,-12748.958813
675.865798,-19.142581,-1895.115499,-2756.531635
675.868104,-248.853550,-95.712904,-12863.814298
675.870411,459.421939,1837.687757,-6719.045861
675.872717,-114.855485,2258.824534,-10241.280728
675.875023,-229.710970,-1990.828403,-12346.964616
675.877448,306.281293,-3503.092286,-4460.221326
675.879873,325.423874,-2813.959378,-12098.111066
675.882299,-153.140646,-3483.949706,-12825.529136
675.884724,-440.279358,-2201.396792,-3407.379382
675.887149,-248.853550,2029.113565,-13629.517530
675.889574,-344.566454,3235.096155,-11849.257515
675.891999,-248.853550,-133.998066,-2871.387120
675.894424,344.566454,-535.992262,-13514.662045
675.896849,-1014.556782,306.281293,-10834.700733
675.899274,-248.853550,-4900.500685,-4517.649069
675.901700,-95.712904,-4364.508422,-12538.390424
675.904125,172.283227,-1014.556782,-10145.567824
675.906550,-1110.269686,2258.824534,-9245.866526
675.908975,2373.680019,-440.279358,-9322.436850
675.911400,-1071.984525,1703.689691,-7867.600709
675.913825,95.712904,937.986459,-11274.980091
675.916250,267.996131,-2737.389054,-10987.841379
675.918675,-593.420005,-3617.947771,-5570.491013
675.921101,535.992262,-1895.115499,-12787.243974
675.923526,-229.710970,-650.847747,-11983.255581
675.925951,-421.136778,-1914.258080,-3158.525832
675.928376,708.275490,-229.710970,-13648.660110
675.930801,-1071.984525,2105.683888,-12614.960747
675.933226,57.427742,-1435.693560,-3828.516160
675.935651,574.277424,-612.562586,-11466.405899
675.938077,-880.558717,1397.408398,-13208.380752
675.940502,-38.285162,-1818.545176,-8116.454259
675.942927,-287.138712,-4402.793584,-10585.847182
675.945352,325.423874,-2411.965181,-9284.151688
675.947777,-401.994197,918.843878,-9743.573627
675.950202,-267.996131,-19.142581,-11447.263318
675.952627,459.421939,-497.707101,-6508.477472
675.955052,-191.425808,1646.261949,-10432.706536
675.957478,95.712904,-1033.699363,-12327.822035
675.959903,76.570323,-3943.371645,-5072.783912
675.962328,1186.840010,-2316.252277,-10585.847182
675.964753,-1282.552914,842.273555,-14356.935600
675.967178,-1588.834206,-459.421939,-4785.645200
675.969603,1895.115499,-612.562586,-9571.290400
675.972028,-784.845813,1684.547110,-13591.232368
675.974319,-1512.263883,-1110.269686,-7963.313613
675.976622,1454.836141,-4211.367776,-8116.454259
675.978926,-995.414202,-861.416136,-11581.261384
675.981229,-306.281293,-669.990328,-9724.431046
675.983533,803.988394,-2928.814862,-8614.161360
675.985837,-708.275490,-401.994197,-9265.009107
675.988140,57.427742,1703.689691,-11389.835576
675.990444,114.855485,459.421939,-9647.860723
675.992747,-248.853550,-1416.550979,-6585.047795
675.995051,-95.712904,-689.132909,-12691.531070
675.997354,-325.423874,-1378.265818,-10700.702667
675.999658,-76.570323,-3943.371645,-5015.356170
676.001962,-38.285162,-727.418070,-12748.958813
676.004265,-306.281293,1550.549045,-11676.974288
676.006569,-267.996131,-1531.406464,-4785.645200
676.008872,497.707101,-1263.410333,-11906.685258
676.011176,-210.568389,229.710970,-10394.421374
676.013480,-0.000000,-880.558717,-8748.159426
676.015783,-153.140646,-2794.816797,-9934.999435
676.018087,19.142581,-918.843878,-9494.720077
676.020390,497.707101,114.855485,-9954.142016
676.022694,-631.705166,-1244.267752,-10241.280728
676.024997,-76.570323,-1722.832272,-7484.749093
676.027301,727.418070,172.283227,-11504.691061
676.029605,-1167.697429,497.707101,-10738.987829
676.031908,38.285162,-2967.100024,-6068.198114
676.034212,555.134843,-823.130974,-11523.833642
676.036515,-497.707101,593.420005,-11715.259450
676.038819,-459.421939,-2660.818731,-6068.198114
676.041122,535.992262,-1301.695494,-10451.849117
676.043426,-306.281293,1646.261949,-11753.544611
676.045730,-459.421939,-153.140646,-9054.440718
676.048033,-133.998066,-2775.674216,-8805.587168
676.050337,-19.142581,-421.136778,-10375.278794
676.052640,-1244.267752,1646.261949,-11810.972354
676.054944,1014.556782,-1837.687757,-7465.606512
