#time,accel_x,accel_y,accel_z
275.545381,995.924147,-0.000000,9400.615463
275.545689,689.485948,-0.000000,9844.739029
275.545997,995.924147,-74.020594,9474.636058
275.546305,459.657299,222.061783,9622.677246
275.546613,459.657299,370.102971,9622.677246
275.546921,536.266849,222.061783,9474.636058
275.547230,919.314598,370.102971,9770.718434
275.547538,383.047749,222.061783,9622.677246
275.547846,612.876398,-0.000000,9770.718434
275.548154,1072.533697,148.041188,10066.800811
275.548462,766.095498,-0.000000,9548.656652
275.548770,612.876398,296.082377,9696.697840
275.549078,459.657299,370.102971,9622.677246
275.549386,842.705048,148.041188,9622.677246
275.549695,919.314598,222.061783,9696.697840
275.550003,1072.533697,-0.000000,9548.656652
275.550311,153.219100,296.082377,9918.759623
275.550619,612.876398,-0.000000,9548.656652
275.550927,766.095498,-0.000000,9696.697840
275.551235,612.876398,-0.000000,9770.718434
275.551543,612.876398,148.041188,9548.656652
275.551851,842.705048,-0.000000,9474.636058
275.552160,536.266849,222.061783,9548.656652
275.552468,842.705048,148.041188,9696.697840
275.552776,842.705048,222.061783,9622.677246
275.553084,689.485948,74.020594,9696.697840
275.553392,919.314598,-0.000000,9622.677246
275.553700,536.266849,222.061783,9622.677246
275.554008,229.828649,-0.000000,9622.677246
275.554316,612.876398,-0.000000,9770.718434
275.554625,995.924147,222.061783,9696.697840
275.554933,383.047749,-74.020594,9474.636058
275.555241,919.314598,-0.000000,9770.718434
275.555549,1149.143247,148.041188,9474.636058
275.555857,689.485948,-0.000000,9770.718434
275.556165,689.485948,148.041188,9548.656652
275.556473,459.657299,222.061783,9548.656652
275.556781,536.266849,370.102971,9548.656652
275.557089,229.828649,-0.000000,9548.656652
275.557398,459.657299,222.061783,9622.677246
275.557706,689.485948,-222.061783,9474.636058
275.558014,536.266849,370.102971,9696.697840
275.558322,383.047749,-0.000000,9474.636058
275.558630,229.828649,296.082377,9474.636058
275.558938,612.876398,222.061783,9548.656652
275.559246,689.485948,-0.000000,9474.636058
275.559554,919.314598,-0.000000,9474.636058
275.559863,689.485948,-0.000000,9770.718434
275.560171,689.485948,296.082377,9548.656652
275.560479,612.876398,444.123565,9696.697840
275.560787,536.266849,-0.000000,9622.677246
275.561095,536.266849,-0.000000,9548.656652
275.561403,383.047749,-0.000000,9474.636058
275.561711,536.266849,222.061783,9474.636058
275.562019,306.438199,222.061783,9474.636058
275.562328,612.876398,-0.000000,9622.677246
275.562636,536.266849,296.082377,9918.759623
275.562944,306.438199,444.123565,9770.718434
275.563252,689.485948,222.061783,9548.656652
275.563560,459.657299,222.061783,9474.636058
275.563868,306.438199,222.061783,9474.636058
275.564176,459.657299,-0.000000,9474.636058
275.564484,459.657299,-0.000000,9474.636058
275.564793,612.876398,-0.000000,9400.615463
275.565101,842.705048,444.123565,9548.656652
275.565409,459.657299,296.082377,9770.718434
275.565717,842.705048,666.185348,9696.697840
275.566025,536.266849,222.061783,9474.636058
275.566333,536.266849,296.082377,9474.636058
275.566641,766.095498,148.041188,9622.677246
275.566949,689.485948,-0.000000,9400.615463
275.567258,689.485948,296.082377,9326.594869
275.567566,919.314598,-0.000000,10140.821405
275.567874,842.705048,-0.000000,10362.883188
275.568182,842.705048,-518.144159,9918.759623
275.568490,536.266849,-518.144159,9992.780217
275.568798,689.485948,-444.123565,10214.842000
275.569106,919.314598,-296.082377,9992.780217
275.569414,1149.143247,-74.020594,9918.759623
275.569723,1608.800546,-0.000000,9622.677246
275.570031,1991.848295,444.123565,9104.533087
275.570339,2451.505594,518.144159,9030.512492
275.570647,2528.115143,888.247130,8882.471304
275.570955,2374.896044,740.205942,9178.553681
275.571263,1915.238745,444.123565,9104.533087
275.571571,1838.629195,370.102971,9474.636058
275.571879,1685.410096,296.082377,9770.718434
275.572188,1762.019645,-74.020594,9992.780217
275.572496,1685.410096,148.041188,10288.862594
275.572804,2528.115143,-0.000000,9770.718434
275.573112,1762.019645,-518.144159,9992.780217
275.573420,2221.676944,-74.020594,10066.800811
275.573728,2451.505594,-0.000000,9918.759623
275.574036,2528.115143,518.144159,9474.636058
275.574344,2987.772442,-0.000000,9252.574275
275.574652,2911.162892,370.102971,9622.677246
275.574961,2681.334243,222.061783,9474.636058
275.575269,2757.943793,370.102971,9326.594869
275.575577,2757.943793,592.164754,9696.697840
275.575885,2604.724693,-0.000000,9770.718434
275.576193,2604.724693,-0.000000,9844.739029
275.576501,2528.115143,-0.000000,9696.697840
275.576809,2987.772442,222.061783,9844.739029
275.577117,3217.601092,-74.020594,9992.780217
275.577426,2681.334243,-222.061783,9992.780217
275.577734,3294.210641,-222.061783,10140.821405
275.578042,3064.381992,-0.000000,9844.739029
275.578350,3294.210641,148.041188,9844.739029
275.578658,3370.820191,-0.000000,9696.697840
275.578966,3524.039291,-0.000000,9622.677246
275.579274,4213.525239,-0.000000,9326.594869
275.579582,4213.525239,444.123565,8956.491898
275.579891,4443.353888,444.123565,9252.574275
275.580199,3753.867940,814.226536,9178.553681
275.580507,4443.353888,370.102971,9104.533087
275.580815,4290.134789,148.041188,9474.636058
275.581123,4060.306139,-0.000000,9474.636058
275.581431,4136.915689,296.082377,9474.636058
275.581739,4060.306139,296.082377,9474.636058
275.582047,4213.525239,-0.000000,9696.697840
275.582356,4443.353888,518.144159,9104.533087
275.582664,4519.963438,444.123565,8956.491898
275.582972,4366.744339,740.205942,8882.471304
275.583280,4749.792088,1184.329507,8586.388927
275.583588,3983.696590,592.164754,8660.409521
275.583896,4519.963438,1480.411884,8882.471304
275.584204,4366.744339,1036.288319,9030.512492
275.584512,3830.477490,888.247130,9178.553681
275.584821,3524.039291,1036.288319,9474.636058
275.585129,3064.381992,296.082377,10066.800811
275.585437,3064.381992,444.123565,10362.883188
275.585745,2451.505594,296.082377,9992.780217
275.586053,2451.505594,370.102971,10288.862594
275.586361,2451.505594,592.164754,9992.780217
275.586669,2911.162892,1036.288319,10066.800811
275.586977,2298.286494,592.164754,9844.739029
275.587286,2145.067394,1184.329507,10066.800811
275.587594,1302.362347,148.041188,9992.780217
275.587902,1685.410096,-74.020594,10288.862594
275.588210,1455.581446,-592.164754,10584.944971
275.588518,1455.581446,-888.247130,10510.924376
275.588826,1225.752797,-1110.308913,10288.862594
