#time,accel_x,accel_y,accel_z
252.032332,2451.505594,-0.000000,9844.739029
252.032640,2451.505594,-148.041188,9770.718434
252.032948,2604.724693,-296.082377,9992.780217
252.033257,2757.943793,-592.164754,10066.800811
252.033565,2987.772442,-0.000000,9622.677246
252.033873,2757.943793,370.102971,9400.615463
252.034181,3600.648841,296.082377,9696.697840
252.034489,3524.039291,666.185348,9548.656652
252.034798,3524.039291,666.185348,9178.553681
252.035106,3753.867940,1036.288319,8882.471304
252.035414,3677.258390,1258.350101,8660.409521
252.035722,4136.915689,1258.350101,9252.574275
252.036031,3600.648841,1480.411884,9326.594869
252.036339,3524.039291,1258.350101,9474.636058
252.036647,2911.162892,444.123565,9548.656652
252.036955,2451.505594,-0.000000,9770.718434
252.037264,2451.505594,-296.082377,10436.903782
252.037572,1991.848295,-740.205942,10955.047942
252.037880,1915.238745,-1036.288319,11103.089130
252.038188,1608.800546,-1258.350101,10955.047942
252.038497,2528.115143,-962.267725,11103.089130
252.038805,2757.943793,-592.164754,10510.924376
252.039113,3677.258390,-222.061783,10140.821405
252.039421,3677.258390,-148.041188,9474.636058
252.039730,3983.696590,-0.000000,9474.636058
252.040038,4366.744339,-74.020594,9400.615463
252.040346,4136.915689,-148.041188,9326.594869
252.040654,3830.477490,-74.020594,9326.594869
252.040963,3983.696590,-0.000000,8512.368333
252.041271,4213.525239,-222.061783,8734.430116
252.041579,4060.306139,-0.000000,9030.512492
252.041887,4596.572988,370.102971,8882.471304
252.042196,4673.182538,296.082377,8808.450710
252.042504,4979.620737,444.123565,8882.471304
252.042812,4596.572988,666.185348,8734.430116
252.043120,5515.887586,962.267725,8660.409521
252.043429,5515.887586,962.267725,8808.450710
252.043737,5515.887586,666.185348,8512.368333
252.044045,5132.839837,962.267725,8734.430116
252.044353,5132.839837,1258.350101,8808.450710
252.044662,5209.449386,1554.432478,8660.409521
252.044970,4903.011187,1554.432478,8882.471304
252.045278,4903.011187,1332.370696,9326.594869
252.045586,4136.915689,1258.350101,9252.574275
252.045894,3983.696590,888.247130,9770.718434
252.046203,3830.477490,740.205942,10732.986159
252.046511,3294.210641,222.061783,10214.842000
252.046819,2604.724693,222.061783,10510.924376
252.047127,2681.334243,-0.000000,11547.212695
252.047436,2298.286494,-222.061783,11473.192101
252.047744,2604.724693,-666.185348,11547.212695
252.048052,2757.943793,-592.164754,11251.130318
252.048360,2834.553343,-740.205942,10288.862594
252.048669,3064.381992,-148.041188,10881.027347
252.048977,3830.477490,-444.123565,9992.780217
252.049285,3830.477490,-296.082377,9992.780217
252.049593,4136.915689,-74.020594,9400.615463
252.049902,4673.182538,-296.082377,9474.636058
252.050210,4673.182538,-74.020594,9252.574275
252.050518,4519.963438,-296.082377,9030.512492
252.050826,5132.839837,-296.082377,9474.636058
252.051135,4903.011187,-740.205942,9474.636058
252.051443,4826.401637,-148.041188,8882.471304
252.051751,5132.839837,-0.000000,9252.574275
252.052059,4903.011187,-74.020594,9326.594869
252.052368,4903.011187,-74.020594,9252.574275
252.052676,5132.839837,592.164754,8660.409521
252.052984,4979.620737,666.185348,8882.471304
252.053292,4749.792088,148.041188,9030.512492
252.053601,4519.963438,1110.308913,8216.285956
252.053909,4673.182538,1924.535449,8068.244768
252.054217,4443.353888,2368.659014,7476.080014
252.054525,4290.134789,2960.823768,7254.018232
252.054834,4136.915689,3330.926739,7624.121203
252.055142,4136.915689,3256.906145,8290.306550
252.055450,3140.991542,1702.473667,9696.697840
252.055758,2451.505594,296.082377,10362.883188
252.056067,995.924147,-814.226536,11547.212695
252.056375,0.000000,-2368.659014,12657.521608
252.056683,-306.438199,-3552.988522,13989.892304
252.056991,-689.485948,-4145.153275,14508.036463
252.057299,-459.657299,-4071.132681,13767.830521
252.057608,1225.752797,-3552.988522,12879.583391
252.057916,2681.334243,-2442.679609,11251.130318
252.058224,4290.134789,-592.164754,9474.636058
252.058532,5975.544884,962.267725,7698.141797
252.058841,6665.030833,2368.659014,6365.771101
252.059149,7354.516781,3330.926739,5921.647536
252.059457,7201.297681,4293.194464,4811.338623
252.059765,6281.983084,4737.318029,4811.338623
252.060074,5209.449386,3923.091493,5921.647536
252.060382,3370.820191,4071.132681,6513.812290
252.060690,2681.334243,3552.988522,7846.182985
252.060998,995.924147,2294.638420,8290.306550
252.061307,383.047749,814.226536,9918.759623
252.061615,-459.657299,-888.247130,10807.006753
252.061923,-1915.238745,-1776.494261,11473.192101
252.062231,-1685.410096,-3034.844362,14137.933492
252.062540,-2298.286494,-4219.173869,15100.201217
252.062848,-2911.162892,-4589.276840,14952.160028
252.063156,-1762.019645,-4515.256246,13767.830521
252.063464,-383.047749,-3997.112087,13915.871710
252.063773,153.219100,-3330.926739,12287.418637
252.064081,1378.971896,-2442.679609,10732.986159
252.064389,2834.553343,-1554.432478,9622.677246
252.064697,2681.334243,-148.041188,8068.244768
252.065006,3907.087040,1332.370696,7624.121203
252.065314,4519.963438,2516.700203,6365.771101
252.065621,3600.648841,4219.173869,5329.482782
252.065929,4749.792088,4737.318029,4811.338623
252.066237,4749.792088,4663.297435,4959.379811
252.066545,3753.867940,3775.050304,6143.709319
252.066853,2451.505594,2368.659014,7031.956449
252.067161,1072.533697,666.185348,9326.594869
252.067469,0.000000,-1628.453072,11621.233289
252.067777,-1685.410096,-2442.679609,12731.542202
252.068085,-1838.629195,-3034.844362,13619.789333
252.068393,-1685.410096,-3330.926739,13545.768739
252.068701,-842.705048,-2368.659014,12509.480420
